序号,波位号,北斗时间戳,时间戳(ms),方位(度),距离(m),俯仰(度),高度(m),径向速度(m/s),信噪比,RCS,宽窄脉冲(0宽1窄),俯仰波束,本波位目标数,是否有效点
2289,4,1002280,1002280,28.0510,7123.82,0.3005,37.36,60.8873,6,8.551550e+01,0,0,18,1
2290,4,1002280,1002280,23.7483,7605.08,-0.0931,-12.36,0.8191,23,1.000000e+02,0,0,18,1
2291,4,1002280,1002280,25.2565,8006.07,0.2627,36.70,-1.9113,26,1.000000e+02,0,0,18,1
2292,4,1002280,1002280,24.7464,8969.64,0.0318,4.99,3.0034,20,1.000000e+02,0,0,18,1
2293,4,1002280,1002280,28.3646,9710.04,0.1622,27.49,1.6382,25,1.000000e+02,0,0,18,1
2294,4,1002280,1002280,24.3157,11439.00,0.9825,196.14,-0.5461,52,1.000000e+02,0,0,18,1
2295,4,1002280,1002280,25.9440,2706.45,6.4845,305.65,1.0921,21,2.698950e-01,0,1,18,1
2296,5,1002444,1002444,28.6017,2250.41,-0.5472,-21.49,-0.8191,33,1.781300e+00,1,0,3,1
2297,5,1002444,1002444,32.6420,2586.35,6.4546,290.75,6.0068,22,2.443250e-01,0,1,3,1
2298,5,1002444,1002444,31.4962,4530.37,6.1813,487.81,2.1843,16,5.109940e+00,0,1,3,1
2299,6,1002608,1002608,35.9325,283.75,4.3357,21.45,-2.4573,19,1.029180e-06,1,0,2,1
2300,6,1002608,1002608,34.7239,2586.89,9.2538,415.99,5.7338,16,8.899440e-02,0,2,2,1
2301,7,1002772,1002772,37.3068,1488.10,0.1985,5.16,-33.8566,7,8.072070e-03,1,0,16,1
2302,7,1002772,1002772,37.0870,1509.17,-0.4216,-11.10,64.7098,6,8.706690e-03,1,0,16,1
2303,7,1002772,1002772,40.4716,1727.25,-1.3536,-40.80,4.6416,22,1.287670e-01,1,0,16,1
2304,7,1002772,1002772,39.4793,2204.35,-0.7217,-27.77,30.8532,10,9.194150e-02,1,0,16,1
2305,7,1002772,1002772,39.7488,2440.74,-0.1262,-5.38,-49.1467,7,1.136840e+00,0,0,16,1
2306,7,1002772,1002772,39.8814,2538.82,-0.2274,-10.08,0.5461,59,1.000000e+02,0,0,16,1
2307,7,1002772,1002772,39.9590,2634.40,-0.0842,-3.87,55.4265,10,5.969640e+00,0,0,16,1
2308,7,1002772,1002772,39.7357,2681.10,-0.0809,-3.79,40.6825,10,4.733300e+00,0,0,16,1
2309,7,1002772,1002772,42.3532,5153.31,-0.3559,-32.01,-0.8191,34,1.000000e+02,0,0,16,1
2310,7,1002772,1002772,39.4130,7239.51,0.9121,115.24,1.0921,15,2.606010e+01,0,0,16,1
2311,7,1002772,1002772,40.9570,7331.10,0.7244,92.69,6.8259,20,6.559370e+01,0,0,16,1
2312,7,1002772,1002772,36.4136,9113.90,0.0634,10.09,1.6382,25,1.000000e+02,0,0,16,1
2313,7,1002772,1002772,39.3337,9498.93,0.2214,36.70,-0.8191,19,1.000000e+02,0,0,16,1
2314,7,1002772,1002772,37.3843,10222.50,-0.3496,-62.37,1.9113,26,1.000000e+02,0,0,16,1
2315,7,1002772,1002772,38.8872,10718.50,0.0822,15.38,0.5461,56,1.000000e+02,0,0,16,1
2316,7,1002772,1002772,39.4749,10361.80,9.1568,1648.95,40.6825,13,6.306540e+01,0,1,16,1
2317,8,1002936,1002936,46.0937,594.61,-1.1179,-11.60,11.7406,13,9.864860e-06,1,0,16,1
2318,8,1002936,1002936,45.2975,1245.99,-1.4921,-32.44,0.8191,47,7.025760e-01,1,0,16,1
2319,8,1002936,1002936,47.4235,1267.37,-1.5068,-33.33,-0.8191,43,4.363390e-01,1,0,16,1
2320,8,1002936,1002936,43.7746,1912.35,-1.1983,-39.99,0.8191,41,3.721450e+00,1,0,16,1
2321,8,1002936,1002936,41.8267,1965.91,0.5057,17.35,47.5084,11,9.324150e-03,1,0,16,1
2322,8,1002936,1002936,43.0299,1988.00,0.3786,13.14,42.8668,7,3.873600e-03,1,0,16,1
2323,8,1002936,1002936,46.6999,2040.05,1.1040,39.31,-15.2901,11,4.822270e-03,1,0,16,1
2324,8,1002936,1002936,43.9415,2208.19,1.0271,39.58,66.8941,7,6.917260e-03,1,0,16,1
2325,8,1002936,1002936,46.7514,3137.31,2.6744,146.39,6.0068,17,8.728970e-01,0,0,16,1
2326,8,1002936,1002936,45.9973,3186.53,4.0727,226.31,3.2764,20,1.742350e+00,0,0,16,1
2327,8,1002936,1002936,46.9047,3378.12,1.1436,67.42,-53.7883,13,3.445890e-01,0,0,16,1
2328,8,1002936,1002936,49.4084,5030.36,-0.0230,-2.02,0.5461,53,1.000000e+02,0,0,16,1
2329,8,1002936,1002936,43.5476,5134.23,-0.1438,-12.89,0.8191,34,1.000000e+02,0,0,16,1
2330,8,1002936,1002936,44.7896,10772.90,-0.2813,-52.88,-0.8191,28,1.000000e+02,0,0,16,1
2331,8,1002936,1002936,46.4601,3185.45,5.2606,292.06,3.0034,21,8.300020e-01,0,1,16,1
2332,8,1002936,1002936,46.2735,6854.95,9.7797,1164.38,52.4231,13,1.376010e+01,0,1,16,1
2333,9,1003100,1003100,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
2334,10,1003264,1003264,55.6947,3713.04,2.6568,172.11,-1.6382,18,3.268110e+00,0,0,3,1
2335,10,1003264,1003264,56.8311,4672.31,8.2574,671.04,-3.2764,20,4.558080e+00,0,1,3,1
2336,10,1003264,1003264,56.3247,4771.88,6.1599,512.04,4.9147,17,6.545670e+00,0,1,3,1
2337,11,1003428,1003428,60.4070,453.27,1.4863,11.76,-26.4846,12,1.382470e-06,1,0,4,1
2338,11,1003428,1003428,58.7592,2802.38,0.4071,19.91,9.5563,27,2.626980e+00,0,0,4,1
2339,11,1003428,1003428,60.9416,3809.24,4.6192,306.77,-10.6484,15,1.195420e+00,0,1,4,1
2340,11,1003428,1003428,63.4205,3641.80,10.0755,637.12,-6.8259,14,1.171160e+00,0,2,4,1
2341,12,1003592,1003592,66.7783,1177.44,-1.4489,-29.77,-1.3652,42,2.124840e-01,1,0,3,1
2342,12,1003592,1003592,63.8356,5323.37,4.5000,417.67,-10.1024,16,6.021340e+00,0,1,3,1
2343,12,1003592,1003592,63.9305,5390.93,5.1841,487.11,-13.9249,16,1.047580e+01,0,1,3,1
2344,13,1003756,1003756,67.2360,1178.01,-1.4651,-30.12,-0.8191,48,1.523010e+00,1,0,1,1
2345,14,1003920,1003920,74.2868,1583.96,0.0529,1.46,-3.2764,25,1.752500e-02,1,0,1,1
2346,15,1004084,1004084,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
2347,16,1004248,1004248,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
2348,0,1004412,1004412,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
2349,1,1004576,1004576,9.5271,955.69,5.6428,93.97,-9.5563,25,8.981820e-04,1,1,1,1
2350,2,1004740,1004740,15.0376,2034.18,1.9926,70.73,-11.7406,33,8.813160e-01,1,0,2,1
2351,2,1004740,1004740,9.7385,955.32,6.2584,104.14,-9.5563,18,1.593400e-04,1,1,2,1
2352,3,1004904,1004904,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
2353,4,1005068,1005068,25.4569,1318.54,-1.4424,-33.19,0.8191,18,1.948410e-01,1,0,15,1
2354,4,1005068,1005068,25.7802,1333.87,-1.6915,-39.37,-4.6416,15,2.858490e-02,1,0,15,1
2355,4,1005068,1005068,25.9811,1457.67,-0.6768,-17.22,-1.6382,25,8.853030e-01,0,0,15,1
2356,4,1005068,1005068,25.8837,2442.83,-0.3076,-13.11,58.7030,10,4.341580e-01,0,0,15,1
2357,4,1005068,1005068,26.5526,2489.53,-0.5330,-23.16,2.4573,16,1.874140e+00,0,0,15,1
2358,4,1005068,1005068,27.9221,2538.18,-0.4686,-20.76,-58.9760,9,2.979310e-01,0,0,15,1
2359,4,1005068,1005068,24.7066,3931.25,0.0229,1.57,-0.5461,59,1.000000e+02,0,0,15,1
2360,4,1005068,1005068,21.1101,5394.74,0.3947,37.16,66.0750,11,5.019060e+01,0,0,15,1
2361,4,1005068,1005068,23.8061,5894.93,-0.0959,-9.86,-0.5461,59,1.000000e+02,0,0,15,1
2362,4,1005068,1005068,24.6923,6885.46,-0.0204,-2.45,0.8191,27,1.000000e+02,0,0,15,1
2363,4,1005068,1005068,25.2497,8005.21,0.4118,57.53,3.0034,26,1.000000e+02,0,0,15,1
2364,4,1005068,1005068,27.8762,9711.17,0.0516,8.74,0.8191,25,1.000000e+02,0,0,15,1
2365,4,1005068,1005068,24.3182,11439.00,0.9919,198.02,-0.5461,52,1.000000e+02,0,0,15,1
2366,4,1005068,1005068,26.2154,11606.30,-0.5197,-105.28,9.0102,16,1.000000e+02,0,0,15,1
2367,4,1005068,1005068,27.2097,9859.36,6.6743,1145.91,2.4573,14,7.898620e+01,0,1,15,1
2368,5,1005232,1005232,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
2369,6,1005396,1005396,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
2370,7,1005560,1005560,36.0293,1436.96,-1.7516,-43.92,-3.5495,18,2.995240e-02,1,0,17,1
2371,7,1005560,1005560,37.4869,1506.84,-0.8040,-21.14,-16.6553,11,2.393180e-02,1,0,17,1
2372,7,1005560,1005560,40.4330,1730.87,-1.4427,-43.58,1.3652,33,1.069350e+00,1,0,17,1
2373,7,1005560,1005560,39.3757,2206.63,-0.9963,-38.37,17.4744,7,4.800430e-02,1,0,17,1
2374,7,1005560,1005560,38.2560,2304.81,0.9133,36.74,25.6655,7,2.208350e-02,1,0,17,1
2375,7,1005560,1005560,39.8686,2538.85,-0.2610,-11.56,-0.5461,59,1.000000e+02,0,0,17,1
2376,7,1005560,1005560,39.7211,2634.81,-0.5248,-24.13,65.8019,4,2.627270e+00,0,0,17,1
2377,7,1005560,1005560,39.6774,2657.71,-0.2778,-12.89,-48.3276,8,4.641800e+00,0,0,17,1
2378,7,1005560,1005560,42.4389,5152.78,-0.1431,-12.87,0.8191,25,1.000000e+02,0,0,17,1
2379,7,1005560,1005560,39.0888,6786.26,1.2529,148.39,11.4676,19,4.604210e+01,0,0,17,1
2380,7,1005560,1005560,38.2900,7239.28,0.5263,66.50,-0.8191,16,4.990380e+01,0,0,17,1
2381,7,1005560,1005560,40.4014,7315.24,1.1394,145.47,-1.0921,23,1.000000e+02,0,0,17,1
2382,7,1005560,1005560,38.1711,8444.81,3.7193,547.79,-44.2320,12,2.721780e+01,0,0,17,1
2383,7,1005560,1005560,36.4065,9112.94,0.0051,0.82,-0.5461,59,1.000000e+02,0,0,17,1
2384,7,1005560,1005560,39.3524,9499.88,0.2497,41.41,-1.0921,25,1.000000e+02,0,0,17,1
2385,7,1005560,1005560,37.4642,10221.10,0.6536,116.59,2.7304,21,1.000000e+02,0,0,17,1
2386,7,1005560,1005560,38.8701,10718.30,0.0807,15.09,0.5461,56,1.000000e+02,0,0,17,1
2387,8,1005724,1005724,46.0735,1245.70,-1.6598,-36.08,-0.8191,51,1.336540e+00,1,0,14,1
2388,8,1005724,1005724,46.8876,1313.02,-1.6907,-38.74,0.8191,39,1.543390e-01,1,0,14,1
2389,8,1005724,1005724,45.9359,1370.10,-1.3738,-32.85,-0.8191,47,1.474910e+00,1,0,14,1
2390,8,1005724,1005724,44.2375,1911.18,-1.1652,-38.86,-0.8191,39,2.261980e+00,1,0,14,1
2391,8,1005724,1005724,45.5369,2033.36,-1.3804,-48.98,-0.8191,44,1.269190e+01,1,0,14,1
2392,8,1005724,1005724,46.9657,2327.43,1.6101,65.40,39.8634,9,1.344710e-02,1,0,14,1
2393,8,1005724,1005724,43.6283,1482.64,1.5936,41.23,31.1262,9,4.895350e-04,0,0,14,1
2394,8,1005724,1005724,41.6865,2633.09,0.8641,39.71,-69.0784,8,6.869600e-02,0,0,14,1
2395,8,1005724,1005724,47.9480,5035.44,-0.0842,-7.40,0.8191,35,1.000000e+02,0,0,14,1
2396,8,1005724,1005724,48.0531,5129.00,-0.2765,-24.75,0.5461,48,1.000000e+02,0,0,14,1
2397,8,1005724,1005724,43.7459,5226.89,1.0253,93.53,-3.0034,17,9.829750e+00,0,0,14,1
2398,8,1005724,1005724,44.3890,10768.70,-0.3891,-73.13,-0.8191,23,1.000000e+02,0,0,14,1
2399,8,1005724,1005724,43.9817,10817.10,-1.0005,-188.88,-1.3652,18,1.000000e+02,0,0,14,1
2400,8,1005724,1005724,45.8123,3161.97,6.6147,364.23,-7.3720,21,1.072120e+00,0,1,14,1
2401,9,1005888,1005888,50.2118,3235.37,4.2148,237.79,8.1911,23,2.971100e+00,0,0,3,1
2402,9,1005888,1005888,50.1937,5589.91,1.7837,173.99,7.0990,17,1.354480e+01,0,0,3,1
2403,9,1005888,1005888,50.2612,3256.29,4.7531,269.82,8.1911,21,1.500930e+00,0,1,3,1
2404,10,1006052,1006052,55.0626,4556.36,7.1736,568.98,-1.3652,20,1.741250e+01,0,1,3,1
2405,10,1006052,1006052,55.0009,4623.31,7.0702,569.07,-1.6382,23,1.454460e+01,0,1,3,1
2406,10,1006052,1006052,54.2473,4699.98,7.0362,575.73,-2.4573,18,5.282750e+00,0,1,3,1
2407,11,1006216,1006216,61.7346,4411.11,3.5351,271.99,-11.7406,22,2.217610e+01,0,0,1,1
2408,12,1006380,1006380,66.8823,1179.21,-1.3828,-28.46,0.8191,50,2.078580e+00,1,0,5,1
2409,12,1006380,1006380,65.3213,1434.44,-0.2008,-5.03,1.0921,38,3.393670e-01,0,0,5,1
2410,12,1006380,1006380,62.6332,2801.35,1.3132,64.20,3.5495,19,2.255020e-01,0,0,5,1
2411,12,1006380,1006380,64.4023,5370.00,5.1558,482.57,-4.6416,22,6.104100e+01,0,0,5,1
2412,12,1006380,1006380,64.6503,5369.41,5.0402,471.73,-4.6416,26,6.625620e+01,0,1,5,1
2413,13,1006544,1006544,70.9084,1986.58,5.4277,187.91,-4.9147,14,1.059230e-02,1,1,1,1
2414,14,1006708,1006708,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
2415,15,1006872,1006872,84.8996,1708.64,3.6412,108.51,18.8396,16,5.462200e-03,1,0,1,1
2416,16,1007036,1007036,84.5090,2920.85,-0.1764,-8.99,-1.0921,42,1.000000e+02,0,0,2,1
2417,16,1007036,1007036,88.4928,3641.01,0.0202,1.29,0.8191,52,1.000000e+02,0,0,2,1
2418,0,1007200,1007200,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
2419,1,1007364,1007364,8.9874,978.96,6.2425,106.45,-8.4642,29,1.951970e-03,1,1,1,1
2420,2,1007528,1007528,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
2421,3,1007692,1007692,20.2458,890.99,-2.0157,-31.34,0.8191,49,2.437950e-01,1,0,1,1
2422,4,1007856,1007856,26.5034,1325.37,-1.2854,-29.73,0.8191,21,2.557800e-01,1,0,15,1
2423,4,1007856,1007856,28.2508,2157.88,1.3462,50.70,-17.4744,11,1.132840e-02,1,0,15,1
2424,4,1007856,1007856,25.7232,1409.97,-0.6687,-16.45,44.7781,7,1.451830e-02,0,0,15,1
2425,4,1007856,1007856,26.1697,1457.81,-0.6770,-17.23,-0.5461,56,1.000000e+02,0,0,15,1
2426,4,1007856,1007856,26.7070,2490.06,-0.3625,-15.75,-22.1160,17,2.317820e+00,0,0,15,1
2427,4,1007856,1007856,26.4926,3281.30,0.2244,12.85,46.4163,9,2.283260e-01,0,0,15,1
2428,4,1007856,1007856,24.4248,3857.87,0.1036,6.98,-61.1603,9,1.393350e+01,0,0,15,1
2429,4,1007856,1007856,24.7015,3931.19,0.0169,1.16,0.5461,59,1.000000e+02,0,0,15,1
2430,4,1007856,1007856,22.8759,5132.19,0.5434,48.68,3.5495,21,1.000000e+02,0,0,15,1
2431,4,1007856,1007856,23.8095,5894.83,-0.0939,-9.66,0.5461,59,1.000000e+02,0,0,15,1
2432,4,1007856,1007856,24.9001,6883.40,0.0848,10.18,3.5495,20,1.000000e+02,0,0,15,1
2433,4,1007856,1007856,25.1033,8006.24,0.3407,47.60,1.0921,18,1.000000e+02,0,0,15,1
2434,4,1007856,1007856,28.1702,9710.09,0.1981,33.58,-3.0034,23,1.000000e+02,0,0,15,1
2435,4,1007856,1007856,24.3347,11439.00,0.9438,188.43,-0.5461,53,1.000000e+02,0,0,15,1
2436,4,1007856,1007856,24.6295,2706.68,5.0971,240.47,1.3652,26,7.039660e-01,0,1,15,1
2437,5,1008020,1008020,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
2438,6,1008184,1008184,35.7215,2206.56,-0.4546,-17.51,0.8191,38,4.772340e+00,1,0,2,1
2439,6,1008184,1008184,36.2310,2586.20,5.3691,242.00,12.2867,18,6.839650e-02,0,1,2,1
2440,7,1008348,1008348,41.6687,551.26,3.3704,32.41,20.2047,11,5.755950e-06,1,0,15,1
2441,7,1008348,1008348,38.2159,954.40,-1.9506,-32.49,-0.8191,48,1.383730e-01,1,0,15,1
2442,7,1008348,1008348,37.4306,1486.81,-0.6218,-16.14,69.6244,8,1.055430e-02,1,0,15,1
2443,7,1008348,1008348,40.3949,1730.67,-1.4670,-44.31,1.3652,34,1.522130e+00,1,0,15,1
2444,7,1008348,1008348,41.4440,2201.23,-0.6183,-23.76,-25.3924,3,1.321790e-02,1,0,15,1
2445,7,1008348,1008348,39.0978,2279.66,0.3531,14.05,69.8975,8,2.171170e-02,1,0,15,1
2446,7,1008348,1008348,39.8676,2538.85,-0.2645,-11.72,-0.5461,59,1.000000e+02,0,0,15,1
2447,7,1008348,1008348,39.5359,2658.55,-0.6404,-29.71,47.2354,11,5.278380e+00,0,0,15,1
2448,7,1008348,1008348,38.8426,4726.29,-1.4183,-116.98,50.2388,8,1.333470e+00,0,0,15,1
2449,7,1008348,1008348,38.1924,9043.31,0.4346,68.60,-26.7576,7,7.430600e+01,0,0,15,1
2450,7,1008348,1008348,36.4103,9112.71,-0.0739,-11.75,1.9113,25,1.000000e+02,0,0,15,1
2451,7,1008348,1008348,41.6562,10676.90,0.3846,71.67,45.0511,12,8.835310e+01,0,0,15,1
2452,7,1008348,1008348,38.9191,10718.50,0.0971,18.16,0.5461,54,1.000000e+02,0,0,15,1
2453,7,1008348,1008348,40.8963,11443.90,0.3268,65.26,0.8191,18,1.000000e+02,0,0,15,1
2454,7,1008348,1008348,38.2661,2058.27,11.5420,411.83,4.0956,13,1.344690e-02,0,2,15,1
2455,8,1008512,1008512,43.1804,548.21,5.0982,48.72,29.2150,10,4.591480e-06,1,0,14,1
2456,8,1008512,1008512,44.5509,595.86,4.4210,45.93,-54.0613,12,8.589210e-06,1,0,14,1
2457,8,1008512,1008512,44.3054,1247.35,-1.5692,-34.16,-0.8191,48,8.015380e-01,1,0,14,1
2458,8,1008512,1008512,45.9339,1374.24,-1.5926,-38.19,0.8191,39,1.751160e-01,1,0,14,1
2459,8,1008512,1008512,41.8554,1822.04,-1.4780,-47.00,2.4573,16,2.523770e-02,1,0,14,1
2460,8,1008512,1008512,43.9502,1914.01,-1.2081,-40.36,-0.8191,46,9.761540e+00,1,0,14,1
2461,8,1008512,1008512,45.0639,2035.10,-1.2396,-44.03,0.8191,40,4.571470e+00,1,0,14,1
2462,8,1008512,1008512,46.5238,2248.77,-1.0273,-40.32,1.0921,34,5.103860e+00,1,0,14,1
2463,8,1008512,1008512,44.9934,4410.88,-0.1350,-10.39,-21.5699,11,1.309560e+00,0,0,14,1
2464,8,1008512,1008512,46.2826,5128.10,-0.2946,-26.37,0.5461,48,1.000000e+02,0,0,14,1
2465,8,1008512,1008512,45.8443,5156.28,-0.8509,-76.57,1.3652,19,1.432910e+01,0,0,14,1
2466,8,1008512,1008512,47.5117,5586.85,0.9266,90.34,3.5495,18,2.277610e+01,0,0,14,1
2467,8,1008512,1008512,44.5451,10749.80,0.8958,168.07,0.8191,19,1.000000e+02,0,0,14,1
2468,8,1008512,1008512,44.5945,10770.80,-0.0651,-12.23,-0.8191,22,1.000000e+02,0,0,14,1
2469,9,1008676,1008676,48.1713,5584.73,2.1891,213.32,3.8225,25,9.840500e+01,0,0,2,1
2470,9,1008676,1008676,50.5688,3210.79,5.5609,311.14,11.1945,16,3.520230e-01,0,1,2,1
2471,10,1008840,1008840,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
2472,11,1009004,1009004,61.1268,1370.12,-0.4278,-10.23,-10.9215,23,5.390650e-03,1,0,5,1
2473,11,1009004,1009004,64.0965,1460.49,-0.6464,-16.48,-1.3652,29,2.784400e-02,1,0,5,1
2474,11,1009004,1009004,62.3877,1530.50,-0.7141,-19.08,-0.8191,45,1.723650e+00,1,0,5,1
2475,11,1009004,1009004,60.6764,2755.43,0.4530,21.78,9.2833,28,1.338070e+00,0,0,5,1
2476,11,1009004,1009004,58.3803,4769.45,7.9093,656.31,-4.0956,19,8.535340e+00,0,1,5,1
2477,12,1009168,1009168,65.3408,1486.20,-0.0022,-0.06,-0.8191,51,1.164580e+01,1,0,3,1
2478,12,1009168,1009168,62.4125,2081.57,-0.0131,-0.47,-1.0921,33,6.464070e-01,1,0,3,1
2479,12,1009168,1009168,61.2136,2755.07,0.5940,28.56,10.3754,21,3.272390e-01,0,0,3,1
2480,13,1009332,1009332,71.4900,1538.28,3.9519,106.02,-0.8191,18,2.797860e-03,1,1,1,1
2481,14,1009496,1009496,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
2482,15,1009660,1009660,82.5066,573.23,-1.5898,-15.90,1.9113,38,4.670510e-03,1,0,3,1
2483,15,1009660,1009660,79.4821,2848.76,-0.0466,-2.32,-1.0921,51,1.000000e+02,0,0,3,1
2484,15,1009660,1009660,78.7289,2369.88,11.9457,490.53,-1.6382,18,4.770370e-02,0,2,3,1
2485,16,1009824,1009824,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
2486,0,1009988,1009988,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
2487,1,1010152,1010152,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
2488,2,1010316,1010316,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
2489,3,1010480,1010480,19.3572,888.51,-2.2178,-34.38,-0.8191,44,1.631350e-01,1,0,2,1
2490,3,1010480,1010480,19.9202,2729.25,5.7067,271.39,49.1467,17,1.209880e-01,0,1,2,1
2491,4,1010644,1010644,26.6297,1322.56,-1.4567,-33.62,0.8191,16,1.893780e-01,1,0,15,1
2492,4,1010644,1010644,25.9859,1457.82,-0.5771,-14.68,-1.9113,23,7.219200e-01,0,0,15,1
2493,4,1010644,1010644,25.6870,1505.72,-1.2510,-32.87,9.2833,7,2.047370e-02,0,0,15,1
2494,4,1010644,1010644,26.3540,2490.58,-0.5637,-24.50,-21.8430,19,3.246420e+00,0,0,15,1
2495,4,1010644,1010644,24.6984,3931.18,0.0193,1.33,-0.5461,59,1.000000e+02,0,0,15,1
2496,4,1010644,1010644,23.0475,5126.25,0.1201,10.75,0.8191,25,1.000000e+02,0,0,15,1
2497,4,1010644,1010644,21.4032,5272.78,0.0963,8.86,39.8634,9,4.519760e+01,0,0,15,1
2498,4,1010644,1010644,23.8121,5894.86,-0.0988,-10.16,0.5461,59,1.000000e+02,0,0,15,1
2499,4,1010644,1010644,24.7574,6884.90,0.0403,4.84,0.8191,28,1.000000e+02,0,0,15,1
2500,4,1010644,1010644,21.7397,7462.08,0.5487,71.47,-0.8191,28,1.000000e+02,0,0,15,1
2501,4,1010644,1010644,23.4032,7620.76,0.0885,11.77,0.8191,27,1.000000e+02,0,0,15,1
2502,4,1010644,1010644,24.6292,8010.93,-0.0206,-2.89,69.6244,8,1.000000e+02,0,0,15,1
2503,4,1010644,1010644,24.6470,8969.76,-0.0319,-4.99,-1.9113,22,1.000000e+02,0,0,15,1
2504,4,1010644,1010644,29.1939,9708.88,-0.1319,-22.35,-2.7304,22,1.000000e+02,0,0,15,1
2505,4,1010644,1010644,24.3430,11439.10,0.9504,189.74,-0.5461,52,1.000000e+02,0,0,15,1
2506,5,1010808,1010808,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
2507,6,1010972,1010972,34.7145,286.80,0.6762,3.38,-10.6484,17,9.800130e-07,1,0,2,1
2508,6,1010972,1010972,35.7921,2178.53,-0.9882,-37.57,-0.8191,37,4.631750e+00,1,0,2,1
2509,7,1011136,1011136,39.2976,547.09,0.8335,7.96,-44.5050,9,3.587810e-06,1,0,15,1
2510,7,1011136,1011136,36.6652,1432.75,-1.9041,-47.60,3.5495,20,4.908970e-02,1,0,15,1
2511,7,1011136,1011136,37.9262,1506.29,0.3376,8.88,-33.8566,10,1.973760e-02,1,0,15,1
2512,7,1011136,1011136,40.4924,1727.00,-1.6216,-48.87,4.6416,22,1.364450e-01,1,0,15,1
2513,7,1011136,1011136,39.8381,1771.86,-1.6370,-50.62,-51.8770,6,1.440490e-02,1,0,15,1
2514,7,1011136,1011136,40.9099,2205.01,-0.0137,-0.53,-54.0613,7,2.924800e-02,1,0,15,1
2515,7,1011136,1011136,40.6957,2330.59,-0.3853,-15.67,0.8191,34,1.505180e+01,1,0,15,1
2516,7,1011136,1011136,39.8863,2538.82,-0.2621,-11.61,-0.5461,58,1.000000e+02,0,0,15,1
2517,7,1011136,1011136,41.2545,5273.29,-0.1366,-12.57,0.8191,30,1.000000e+02,0,0,15,1
2518,7,1011136,1011136,41.3996,7338.94,1.0169,130.25,-2.4573,15,3.412760e+01,0,0,15,1
2519,7,1011136,1011136,36.4086,9112.87,0.0036,0.57,0.5461,59,1.000000e+02,0,0,15,1
2520,7,1011136,1011136,37.8774,10220.80,-0.1720,-30.68,-1.0921,23,1.000000e+02,0,0,15,1
2521,7,1011136,1011136,38.9289,10718.30,0.0804,15.04,-0.5461,55,1.000000e+02,0,0,15,1
2522,7,1011136,1011136,40.1707,11448.20,0.1258,25.14,-0.8191,16,1.000000e+02,0,0,15,1
2523,7,1011136,1011136,39.0618,2658.50,11.1660,514.83,-2.1843,18,1.828330e-01,0,1,15,1
2524,8,1011300,1011300,41.0381,1266.22,-1.6825,-37.18,0.5461,60,1.842360e+01,1,0,11,1
2525,8,1011300,1011300,44.0906,1912.73,-1.1458,-38.25,0.8191,45,9.655090e+00,1,0,11,1
2526,8,1011300,1011300,43.3541,1986.32,-0.1808,-6.27,23.4812,9,4.587220e-03,1,0,11,1
2527,8,1011300,1011300,45.3826,2090.39,-0.9977,-36.40,-0.8191,39,4.563270e+00,1,0,11,1
2528,8,1011300,1011300,42.9039,2297.46,1.6937,67.90,40.4095,13,2.121840e-02,1,0,11,1
2529,8,1011300,1011300,42.4278,1793.40,0.5807,18.18,-13.1058,10,4.598910e-03,0,0,11,1
2530,8,1011300,1011300,43.9693,3283.05,2.9240,167.47,2.1843,21,2.091680e+00,0,0,11,1
2531,8,1011300,1011300,42.9205,5151.88,-0.3775,-33.94,0.8191,35,1.000000e+02,0,0,11,1
2532,8,1011300,1011300,44.2978,10771.60,-0.1213,-22.81,0.8191,27,1.000000e+02,0,0,11,1
2533,8,1011300,1011300,43.5567,10821.70,1.6553,312.59,5.7338,14,8.595230e+01,0,0,11,1
2534,8,1011300,1011300,43.8751,10886.60,-0.8457,-160.69,-1.3652,18,1.000000e+02,0,0,11,1
2535,9,1011464,1011464,48.9527,2151.46,-1.1817,-44.37,-0.8191,41,7.632290e+00,1,0,1,1
